,Country Name,Country Code,Indicator Name,2000
99045,France,FRA,"Time to export, border compliance (hours)",
99046,France,FRA,"Time to export, documentary compliance (hours)",
99047,France,FRA,"Time to import, border compliance (hours)",
99048,France,FRA,"Time to import, documentary compliance (hours)",
99049,France,FRA,Time to obtain an electrical connection (days),
99050,France,FRA,Time to prepare and pay taxes (hours),
99051,France,FRA,Time to resolve insolvency (years),
99052,France,FRA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",
99053,France,FRA,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",
99054,France,FRA,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",
99055,France,FRA,"Total debt service (% of exports of goods, services and primary income)",
99056,France,FRA,Total debt service (% of GNI),
99057,France,FRA,Total fisheries production (metric tons),961254.6
99058,France,FRA,Total greenhouse gas emissions (% change from 1990),0.944124387
99059,France,FRA,Total greenhouse gas emissions (kt of CO2 equivalent),559922.199
99060,France,FRA,Total natural resources rents (% of GDP),0.069931278
99061,France,FRA,Total reserves (% of total external debt),
99062,France,FRA,"Total reserves (includes gold, current US$)",63728079968.0
99063,France,FRA,Total reserves in months of imports,1.747473875
99064,France,FRA,Total reserves minus gold (current US$),37039189718.0
99065,France,FRA,Total tax and contribution rate (% of profit),
99066,France,FRA,Trade (% of GDP),55.86124572
99067,France,FRA,Trade in services (% of GDP),13.30619741
99068,France,FRA,"Trademark applications, direct nonresident",22463.0
99069,France,FRA,"Trademark applications, direct resident",89861.0
99070,France,FRA,"Trademark applications, nonresident, by count",
99071,France,FRA,"Trademark applications, resident, by count",
99072,France,FRA,"Trademark applications, total",112324.0
99073,France,FRA,Trained teachers in lower secondary education (% of total teachers),
99074,France,FRA,"Trained teachers in lower secondary education, female (% of female teachers)",
99075,France,FRA,"Trained teachers in lower secondary education, male (% of male teachers)",
99076,France,FRA,Trained teachers in preprimary education (% of total teachers),
99077,France,FRA,"Trained teachers in preprimary education, female (% of female teachers)",
99078,France,FRA,"Trained teachers in preprimary education, male (% of male teachers)",
99079,France,FRA,Trained teachers in primary education (% of total teachers),
99080,France,FRA,"Trained teachers in primary education, female (% of female teachers)",
99081,France,FRA,"Trained teachers in primary education, male (% of male teachers)",
99082,France,FRA,Trained teachers in secondary education (% of total teachers),
99083,France,FRA,"Trained teachers in secondary education, female (% of female teachers)",
99084,France,FRA,"Trained teachers in secondary education, male (% of male teachers)",
99085,France,FRA,Trained teachers in upper secondary education (% of total teachers),
99086,France,FRA,"Trained teachers in upper secondary education, female (% of female teachers)",
99087,France,FRA,"Trained teachers in upper secondary education, male (% of male teachers)",
99088,France,FRA,Transport services (% of commercial service exports),19.31403631
99089,France,FRA,Transport services (% of commercial service imports),29.17790451
99090,France,FRA,"Transport services (% of service exports, BoP)",19.21452658
99091,France,FRA,"Transport services (% of service imports, BoP)",28.80306842
99092,France,FRA,Travel services (% of commercial service exports),34.16725193
99093,France,FRA,Travel services (% of commercial service imports),26.98584073
99094,France,FRA,"Travel services (% of service exports, BoP)",33.9912155
99095,France,FRA,"Travel services (% of service imports, BoP)",26.63916515
99096,France,FRA,"Tuberculosis case detection rate (%, all forms)",83.0
99097,France,FRA,Tuberculosis treatment success rate (% of new cases),
99098,France,FRA,UHC service coverage index,
99099,France,FRA,Unemployment with advanced education (% of total labor force with advanced education),5.545599937
99100,France,FRA,"Unemployment with advanced education, female (% of female labor force with advanced education)",6.16960001
99101,France,FRA,"Unemployment with advanced education, male (% of male labor force with advanced education)",4.906700133999999
99102,France,FRA,Unemployment with basic education (% of total labor force with basic education),15.30039978
99103,France,FRA,"Unemployment with basic education, female (% of female labor force with basic education)",17.57929993
99104,France,FRA,"Unemployment with basic education, male (% of male labor force with basic education)",13.3434
99105,France,FRA,Unemployment with intermediate education (% of total labor force with intermediate education),9.097399712
99106,France,FRA,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",11.88650036
99107,France,FRA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",6.967299937999999
99108,France,FRA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",12.21000004
99109,France,FRA,"Unemployment, female (% of female labor force) (national estimate)",12.19410038
99110,France,FRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",8.545999527000001
99111,France,FRA,"Unemployment, male (% of male labor force) (national estimate)",8.534899712
99112,France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.21700001
99113,France,FRA,"Unemployment, total (% of total labor force) (national estimate)",10.21720028
99114,France,FRA,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",22.54199982
99115,France,FRA,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",22.55929947
99116,France,FRA,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",18.8390007
99117,France,FRA,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",19.00139999
99118,France,FRA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",20.47999954
99119,France,FRA,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",20.62940025
99120,France,FRA,Unmet need for contraception (% of married women ages 15-49),
99121,France,FRA,Urban land area (sq. km),86463.0625
99122,France,FRA,Urban land area where elevation is below 5 meters (% of total land area),0.599501511
99123,France,FRA,Urban land area where elevation is below 5 meters (sq. km),3264.025879
99124,France,FRA,Urban population,46214923.0
99125,France,FRA,Urban population (% of total population),75.87100000000001
99126,France,FRA,Urban population growth (annual %),1.024238134
99127,France,FRA,Urban population living in areas where elevation is below 5 meters (% of total population),2.088427655
99128,France,FRA,"Use of IMF credit (DOD, current US$)",
99129,France,FRA,Use of insecticide-treated bed nets (% of under-5 population),
99130,France,FRA,Value lost due to electrical outages (% of sales for affected firms),
99131,France,FRA,Vitamin A supplementation coverage rate (% of children ages 6-59 months),
99132,France,FRA,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",6.2100000379999996
99133,France,FRA,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",7.793999791
99134,France,FRA,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",7.086999774
99135,France,FRA,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",91.72899628
99136,France,FRA,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",86.05999756
99137,France,FRA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",88.58799744
99138,France,FRA,Wanted fertility rate (births per woman),
99139,France,FRA,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",
99140,France,FRA,Wholesale price index (2010 = 100),
99141,France,FRA,Women Business and the Law Index Score (scale 1-100),86.3
99142,France,FRA,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",
99143,France,FRA,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",
99144,France,FRA,Women who believe a husband is justified in beating his wife (any of five reasons) (%),
99145,France,FRA,Women who believe a husband is justified in beating his wife when she argues with him (%),
99146,France,FRA,Women who believe a husband is justified in beating his wife when she burns the food (%),
99147,France,FRA,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),
99148,France,FRA,Women who believe a husband is justified in beating his wife when she neglects the children (%),
99149,France,FRA,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),
99150,France,FRA,Women who were first married by age 15 (% of women ages 20-24),
99151,France,FRA,Women who were first married by age 18 (% of women ages 20-24),
99152,France,FRA,Women's share of population ages 15+ living with HIV (%),
104901,Germany,DEU,Access to clean fuels and technologies for cooking (% of population),100.0
104902,Germany,DEU,Access to electricity (% of population),100.0
104903,Germany,DEU,"Access to electricity, rural (% of rural population)",100.0
104904,Germany,DEU,"Access to electricity, urban (% of urban population)",99.97096252
104905,Germany,DEU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),
104906,Germany,DEU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",
104907,Germany,DEU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",
104908,Germany,DEU,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",
104909,Germany,DEU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",
104910,Germany,DEU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",
104911,Germany,DEU,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",
104912,Germany,DEU,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",
104913,Germany,DEU,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",
104914,Germany,DEU,Adequacy of social insurance programs (% of total welfare of beneficiary households),
104915,Germany,DEU,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),
104916,Germany,DEU,Adequacy of social safety net programs (% of total welfare of beneficiary households),
104917,Germany,DEU,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),
104918,Germany,DEU,"Adjusted net enrollment rate, primary (% of primary school age children)",86.46473
104919,Germany,DEU,"Adjusted net enrollment rate, primary, female (% of primary school age children)",87.11377
104920,Germany,DEU,"Adjusted net enrollment rate, primary, male (% of primary school age children)",85.84640999999999
104921,Germany,DEU,Adjusted net national income (annual % growth),1.398083755
104922,Germany,DEU,Adjusted net national income (constant 2010 US$),2576180000000.0
104923,Germany,DEU,Adjusted net national income (current US$),1603090000000.0
104924,Germany,DEU,Adjusted net national income per capita (annual % growth),1.260851656
104925,Germany,DEU,Adjusted net national income per capita (constant 2010 US$),31335.984760000003
104926,Germany,DEU,Adjusted net national income per capita (current US$),19499.56344
104927,Germany,DEU,"Adjusted net savings, excluding particulate emission damage (% of GNI)",9.224021628
104928,Germany,DEU,"Adjusted net savings, excluding particulate emission damage (current US$)",178228000000.0
104929,Germany,DEU,"Adjusted net savings, including particulate emission damage (% of GNI)",9.132887198999999
104930,Germany,DEU,"Adjusted net savings, including particulate emission damage (current US$)",176467000000.0
104931,Germany,DEU,Adjusted savings: carbon dioxide damage (% of GNI),0.622880538
104932,Germany,DEU,Adjusted savings: carbon dioxide damage (current US$),12035390272.0
104933,Germany,DEU,Adjusted savings: consumption of fixed capital (% of GNI),16.9840065
104934,Germany,DEU,Adjusted savings: consumption of fixed capital (current US$),328167000000.0
104935,Germany,DEU,Adjusted savings: education expenditure (% of GNI),4.086943107
104936,Germany,DEU,Adjusted savings: education expenditure (current US$),78968521701.0
104937,Germany,DEU,Adjusted savings: energy depletion (% of GNI),0.049595098
104938,Germany,DEU,Adjusted savings: energy depletion (current US$),958283856.0
104939,Germany,DEU,Adjusted savings: gross savings (% of GNI),22.79358945
104940,Germany,DEU,Adjusted savings: mineral depletion (% of GNI),2.8800000000000002e-05
104941,Germany,DEU,Adjusted savings: mineral depletion (current US$),556447.8345
104942,Germany,DEU,Adjusted savings: natural resources depletion (% of GNI),0.049623897
104943,Germany,DEU,Adjusted savings: net forest depletion (% of GNI),0.0
104944,Germany,DEU,Adjusted savings: net forest depletion (current US$),0.0
104945,Germany,DEU,Adjusted savings: net national savings (% of GNI),5.809582956
104946,Germany,DEU,Adjusted savings: net national savings (current US$),112254000000.0
104947,Germany,DEU,Adjusted savings: particulate emission damage (% of GNI),0.091134429
104948,Germany,DEU,Adjusted savings: particulate emission damage (current US$),1760912980.0
104949,Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",12.6676
104950,Germany,DEU,Adolescents out of school (% of lower secondary school age),
104951,Germany,DEU,"Adolescents out of school, female (% of female lower secondary school age)",
104952,Germany,DEU,"Adolescents out of school, male (% of male lower secondary school age)",
104953,Germany,DEU,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,
104954,Germany,DEU,Adults (ages 15-49) newly infected with HIV,
104955,Germany,DEU,Age dependency ratio (% of working-age population),47.40737313
104956,Germany,DEU,"Age dependency ratio, old (% of working-age population)",24.30487116
104957,Germany,DEU,"Age dependency ratio, young (% of working-age population)",23.10250197
104958,Germany,DEU,Agricultural irrigated land (% of total agricultural land),
104959,Germany,DEU,Agricultural land (% of land area),48.91245164
104960,Germany,DEU,Agricultural land (sq. km),170680.0
104961,Germany,DEU,"Agricultural machinery, tractors",989488.0
104962,Germany,DEU,"Agricultural machinery, tractors per 100 sq. km of arable land",838.2649949
104963,Germany,DEU,Agricultural methane emissions (% of total),41.69854903
104964,Germany,DEU,Agricultural methane emissions (thousand metric tons of CO2 equivalent),31777.67195
104965,Germany,DEU,Agricultural nitrous oxide emissions (% of total),56.54932603
104966,Germany,DEU,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),30500.07692
104967,Germany,DEU,Agricultural raw materials exports (% of merchandise exports),0.892198767
104968,Germany,DEU,Agricultural raw materials imports (% of merchandise imports),1.7394995180000001
104969,Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",0.9947892220000001
104970,Germany,DEU,"Agriculture, forestry, and fishing, value added (annual % growth)",-3.901251906
104971,Germany,DEU,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",24646483312.0
104972,Germany,DEU,"Agriculture, forestry, and fishing, value added (constant LCU)",19598100000.0
104973,Germany,DEU,"Agriculture, forestry, and fishing, value added (current LCU)",20981000000.0
104974,Germany,DEU,"Agriculture, forestry, and fishing, value added (current US$)",19330200848.0
104975,Germany,DEU,"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",25216.79736
104976,Germany,DEU,"Air transport, freight (million ton-km)",7127.713000000001
104977,Germany,DEU,"Air transport, passengers carried",57962865.0
104978,Germany,DEU,"Air transport, registered carrier departures worldwide",738297.0
104979,Germany,DEU,Alternative and nuclear energy (% of total energy use),14.01752185
104980,Germany,DEU,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",
104981,Germany,DEU,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",
104982,Germany,DEU,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",
104983,Germany,DEU,"Annual freshwater withdrawals, total (% of internal resources)",
104984,Germany,DEU,"Annual freshwater withdrawals, total (billion cubic meters)",
104985,Germany,DEU,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
104986,Germany,DEU,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
104987,Germany,DEU,Antiretroviral therapy coverage (% of people living with HIV),
104988,Germany,DEU,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),
104989,Germany,DEU,Aquaculture production (metric tons),65891.0
104990,Germany,DEU,Arable land (% of land area),33.82719587
104991,Germany,DEU,Arable land (hectares per person),0.143580872
104992,Germany,DEU,Arable land (hectares),11804000.0
104993,Germany,DEU,ARI treatment (% of children under 5 taken to a health provider),
104994,Germany,DEU,Armed forces personnel (% of total labor force),0.549300694
104995,Germany,DEU,"Armed forces personnel, total",221100.0
104996,Germany,DEU,Arms exports (SIPRI trend indicator values),1612000000.0
104997,Germany,DEU,Arms imports (SIPRI trend indicator values),113000000.0
104998,Germany,DEU,"Automated teller machines (ATMs) (per 100,000 adults)",
104999,Germany,DEU,Average number of visits or required meetings with tax officials (for affected firms),
105000,Germany,DEU,Average precipitation in depth (mm per year),
105001,Germany,DEU,Average time to clear exports through customs (days),
105002,Germany,DEU,Average transaction cost of sending remittances from a specific country (%),
105003,Germany,DEU,Average transaction cost of sending remittances to a specific country (%),
105004,Germany,DEU,"Average working hours of children, study and work, ages 7-14 (hours per week)",
105005,Germany,DEU,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",
105006,Germany,DEU,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",
105007,Germany,DEU,"Average working hours of children, working only, ages 7-14 (hours per week)",
105008,Germany,DEU,"Average working hours of children, working only, female, ages 7-14 (hours per week)",
105009,Germany,DEU,"Average working hours of children, working only, male, ages 7-14 (hours per week)",
105010,Germany,DEU,Bank capital to assets ratio (%),
105011,Germany,DEU,Bank liquid reserves to bank assets ratio (%),
105012,Germany,DEU,Bank nonperforming loans to total gross loans (%),
105013,Germany,DEU,Battle-related deaths (number of people),
105014,Germany,DEU,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),
105015,Germany,DEU,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),
105016,Germany,DEU,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),
105017,Germany,DEU,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),
105018,Germany,DEU,"Binding coverage, all products (%)",100.0
105019,Germany,DEU,"Binding coverage, manufactured products (%)",100.0
105020,Germany,DEU,"Binding coverage, primary products (%)",100.0
105021,Germany,DEU,"Bird species, threatened",
105022,Germany,DEU,"Birth rate, crude (per 1,000 people)",9.3
105023,Germany,DEU,Births attended by skilled health staff (% of total),98.6
105024,Germany,DEU,"Borrowers from commercial banks (per 1,000 adults)",
105025,Germany,DEU,"Bound rate, simple mean, all products (%)",6.1
105026,Germany,DEU,"Bound rate, simple mean, manufactured products (%)",4.21
105027,Germany,DEU,"Bound rate, simple mean, primary products (%)",12.7
105028,Germany,DEU,Bribery incidence (% of firms experiencing at least one bribe payment request),
105029,Germany,DEU,Broad money (% of GDP),
105030,Germany,DEU,Broad money (current LCU),
105031,Germany,DEU,Broad money growth (annual %),
105032,Germany,DEU,Broad money to total reserves ratio,
105033,Germany,DEU,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",
105034,Germany,DEU,Business extent of disclosure index (0=less disclosure to 10=more disclosure),
105035,Germany,DEU,Capture fisheries production (metric tons),204084.0
105036,Germany,DEU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.9
105037,Germany,DEU,"Cause of death, by injury (% of total)",4.1
105038,Germany,DEU,"Cause of death, by non-communicable diseases (% of total)",92.0
105039,Germany,DEU,"Central government debt, total (% of GDP)",
105040,Germany,DEU,"Central government debt, total (current LCU)",
105041,Germany,DEU,Cereal production (metric tons),45271234.0
105042,Germany,DEU,Cereal yield (kg per hectare),6452.9
105043,Germany,DEU,Changes in inventories (constant LCU),
105044,Germany,DEU,Changes in inventories (current LCU),28948000000.0
105045,Germany,DEU,Changes in inventories (current US$),26670351944.0
105046,Germany,DEU,"Charges for the use of intellectual property, payments (BoP, current US$)",4414303164.0
105047,Germany,DEU,"Charges for the use of intellectual property, receipts (BoP, current US$)",2535822065.0
105048,Germany,DEU,Chemicals (% of value added in manufacturing),9.768059397
105049,Germany,DEU,Child employment in agriculture (% of economically active children ages 7-14),
105050,Germany,DEU,"Child employment in agriculture, female (% of female economically active children ages 7-14)",
105051,Germany,DEU,"Child employment in agriculture, male (% of male economically active children ages 7-14)",
105052,Germany,DEU,Child employment in manufacturing (% of economically active children ages 7-14),
105053,Germany,DEU,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",
105054,Germany,DEU,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",
105055,Germany,DEU,Child employment in services (% of economically active children ages 7-14),
105056,Germany,DEU,"Child employment in services, female (% of female economically active children ages 7-14)",
105057,Germany,DEU,"Child employment in services, male (% of male economically active children ages 7-14)",
105058,Germany,DEU,Children (0-14) living with HIV,
105059,Germany,DEU,Children (ages 0-14) newly infected with HIV,
105060,Germany,DEU,"Children in employment, female (% of female children ages 7-14)",
105061,Germany,DEU,"Children in employment, male (% of male children ages 7-14)",
105062,Germany,DEU,"Children in employment, self-employed (% of children in employment, ages 7-14)",
105063,Germany,DEU,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",
105064,Germany,DEU,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",
105065,Germany,DEU,"Children in employment, study and work (% of children in employment, ages 7-14)",
105066,Germany,DEU,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",
105067,Germany,DEU,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",
105068,Germany,DEU,"Children in employment, total (% of children ages 7-14)",
105069,Germany,DEU,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",
105070,Germany,DEU,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",
105071,Germany,DEU,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",
105072,Germany,DEU,"Children in employment, wage workers (% of children in employment, ages 7-14)",
105073,Germany,DEU,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",
105074,Germany,DEU,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",
105075,Germany,DEU,"Children in employment, work only (% of children in employment, ages 7-14)",
105076,Germany,DEU,"Children in employment, work only, female (% of female children in employment, ages 7-14)",
105077,Germany,DEU,"Children in employment, work only, male (% of male children in employment, ages 7-14)",
105078,Germany,DEU,Children out of school (% of primary school age),0.08326
105079,Germany,DEU,"Children out of school, female (% of female primary school age)",
105080,Germany,DEU,"Children out of school, male (% of male primary school age)",
105081,Germany,DEU,"Children out of school, primary",2890.0
105082,Germany,DEU,"Children out of school, primary, female",
105083,Germany,DEU,"Children out of school, primary, male",
105084,Germany,DEU,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),
105085,Germany,DEU,Claims on central government (annual growth as % of broad money),
105086,Germany,DEU,"Claims on central government, etc. (% GDP)",
105087,Germany,DEU,Claims on other sectors of the domestic economy (% of GDP),
105088,Germany,DEU,Claims on other sectors of the domestic economy (annual growth as % of broad money),
105089,Germany,DEU,Claims on private sector (annual growth as % of broad money),
105090,Germany,DEU,CO2 emissions (kg per 2010 US$ of GDP),0.26616162600000004
105091,Germany,DEU,CO2 emissions (kg per 2017 PPP $ of GDP),0.235560115
105092,Germany,DEU,CO2 emissions (kg per PPP $ of GDP),0.371037361
105093,Germany,DEU,CO2 emissions (kt),829977.7790000001
105094,Germany,DEU,CO2 emissions (metric tons per capita),10.09563988
105095,Germany,DEU,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",44.83505662
105096,Germany,DEU,CO2 emissions from gaseous fuel consumption (% of total),19.82795566
105097,Germany,DEU,CO2 emissions from gaseous fuel consumption (kt),164567.626
105098,Germany,DEU,CO2 emissions from liquid fuel consumption (% of total),38.17935203
105099,Germany,DEU,CO2 emissions from liquid fuel consumption (kt),316880.13800000004
105100,Germany,DEU,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),12.64032496
105101,Germany,DEU,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",1.361398326
105102,Germany,DEU,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),19.81413097
105103,Germany,DEU,CO2 emissions from solid fuel consumption (% of total),39.52645833
105104,Germany,DEU,CO2 emissions from solid fuel consumption (kt),328060.821
105105,Germany,DEU,CO2 emissions from transport (% of total fuel combustion),21.3478582
105106,Germany,DEU,CO2 intensity (kg per kg of oil equivalent energy use),2.465923557
105107,Germany,DEU,Coal rents (% of GDP),0.015587604
105108,Germany,DEU,Combustible renewables and waste (% of total energy),1.3833563869999999
105109,Germany,DEU,"Commercial bank branches (per 100,000 adults)",
105110,Germany,DEU,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",
105111,Germany,DEU,Commercial service exports (current US$),77850959146.0
105112,Germany,DEU,Commercial service imports (current US$),135397000000.0
105113,Germany,DEU,"Communications, computer, etc. (% of service exports, BoP)",42.94570433
105114,Germany,DEU,"Communications, computer, etc. (% of service imports, BoP)",39.26324228
105115,Germany,DEU,"Community health workers (per 1,000 people)",
105116,Germany,DEU,Compensation of employees (% of expense),5.676191717000001
105117,Germany,DEU,Compensation of employees (current LCU),37486932384.0
105118,Germany,DEU,Completeness of birth registration (%),
105119,Germany,DEU,"Completeness of birth registration, female (%)",
105120,Germany,DEU,"Completeness of birth registration, male (%)",
105121,Germany,DEU,"Completeness of birth registration, rural (%)",
105122,Germany,DEU,"Completeness of birth registration, urban (%)",
105123,Germany,DEU,Completeness of death registration with cause-of-death information (%),
105124,Germany,DEU,"Compulsory education, duration (years)",13.0
105125,Germany,DEU,"Computer, communications and other services (% of commercial service exports)",40.38298045
105126,Germany,DEU,"Computer, communications and other services (% of commercial service imports)",38.61362705
105127,Germany,DEU,"Condom use, population ages 15-24, female (% of females ages 15-24)",
105128,Germany,DEU,"Condom use, population ages 15-24, male (% of males ages 15-24)",
105129,Germany,DEU,Consumer price index (2010 = 100),85.69880906
105130,Germany,DEU,Consumption of iodized salt (% of households),
105131,Germany,DEU,Container port traffic (TEU: 20 foot equivalent units),7695688.0
105132,Germany,DEU,"Contraceptive prevalence, any methods (% of women ages 15-49)",
105133,Germany,DEU,"Contraceptive prevalence, modern methods (% of women ages 15-49)",
105134,Germany,DEU,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",1.4229999780000002
105135,Germany,DEU,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.319999993
105136,Germany,DEU,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0.800000012
105137,Germany,DEU,Cost of business start-up procedures (% of GNI per capita),
105138,Germany,DEU,"Cost of business start-up procedures, female (% of GNI per capita)",
105139,Germany,DEU,"Cost of business start-up procedures, male (% of GNI per capita)",
105140,Germany,DEU,"Cost to export, border compliance (US$)",
105141,Germany,DEU,"Cost to export, documentary compliance (US$)",
105142,Germany,DEU,"Cost to import, border compliance (US$)",
105143,Germany,DEU,"Cost to import, documentary compliance (US$)",
105144,Germany,DEU,Coverage of social insurance programs (% of population),
105145,Germany,DEU,Coverage of social insurance programs in 2nd quintile (% of population),
105146,Germany,DEU,Coverage of social insurance programs in 3rd quintile (% of population),
105147,Germany,DEU,Coverage of social insurance programs in 4th quintile (% of population),
105148,Germany,DEU,Coverage of social insurance programs in poorest quintile (% of population),
105149,Germany,DEU,Coverage of social insurance programs in richest quintile (% of population),
105150,Germany,DEU,Coverage of social protection and labor programs (% of population),
105151,Germany,DEU,Coverage of social safety net programs (% of population),
105152,Germany,DEU,Coverage of social safety net programs in 2nd quintile (% of population),
105153,Germany,DEU,Coverage of social safety net programs in 3rd quintile (% of population),
105154,Germany,DEU,Coverage of social safety net programs in 4th quintile (% of population),
105155,Germany,DEU,Coverage of social safety net programs in poorest quintile (% of population),
105156,Germany,DEU,Coverage of social safety net programs in richest quintile (% of population),
105157,Germany,DEU,Coverage of unemployment benefits and ALMP (% of population),
105158,Germany,DEU,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),
105159,Germany,DEU,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),
105160,Germany,DEU,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),
105161,Germany,DEU,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),
105162,Germany,DEU,Coverage of unemployment benefits and ALMP in richest quintile (% of population),
105163,Germany,DEU,CPIA building human resources rating (1=low to 6=high),
105164,Germany,DEU,CPIA business regulatory environment rating (1=low to 6=high),
105165,Germany,DEU,CPIA debt policy rating (1=low to 6=high),
105166,Germany,DEU,CPIA economic management cluster average (1=low to 6=high),
105167,Germany,DEU,CPIA efficiency of revenue mobilization rating (1=low to 6=high),
105168,Germany,DEU,CPIA equity of public resource use rating (1=low to 6=high),
105169,Germany,DEU,CPIA financial sector rating (1=low to 6=high),
105170,Germany,DEU,CPIA fiscal policy rating (1=low to 6=high),
105171,Germany,DEU,CPIA gender equality rating (1=low to 6=high),
105172,Germany,DEU,CPIA macroeconomic management rating (1=low to 6=high),
105173,Germany,DEU,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),
105174,Germany,DEU,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),
105175,Germany,DEU,CPIA property rights and rule-based governance rating (1=low to 6=high),
105176,Germany,DEU,CPIA public sector management and institutions cluster average (1=low to 6=high),
105177,Germany,DEU,CPIA quality of budgetary and financial management rating (1=low to 6=high),
105178,Germany,DEU,CPIA quality of public administration rating (1=low to 6=high),
